pmid,pmcid,title,measure,estimate,ci_low,ci_high,p_operator,p_value,exposure_domains,disease_groups,specific_exposure_candidates,china_or_chinese_population_flag,source_location,location_label,source_url,doi,extraction_level,needs_manual_check
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.22,0.63,2.35,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.24,1.12,1.39,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.26,0.94,1.58,>,0.05,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.27,1.04,1.54,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.29,1.07,1.54,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.29,1.01,1.61,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.30,1.11,1.52,>,0.05,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.30,1.20,1.41,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.32,1.24,1.39,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.32,1.08,1.62,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.33,1.12,1.58,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.33,1.19,1.49,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.34,1.10,1.64,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.35,1.16,1.55,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.38,1.26,1.51,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.38,1.03,1.85,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.38,1.21,1.56,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.39,1.26,1.53,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.46,1.15,1.85,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.49,1.04,2.14,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.51,1.37,1.66,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.71,0.90,3.5,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.71,1.44,2.04,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.75,0.98,2.64,>,0.05,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.77,1.43,2.19,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.81,1.29,2.56,>,0.05,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.85,1.29,2.64,>,0.05,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.97,1.81,2.15,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,1.97,1.22,3.18,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,3.86,1.14,13.03,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
38814276,PMC11392093,Risk factors for nephrolithiasis formation: an umbrella review,RR,5.62,4.37,7.24,,,climate_built_environment,urolithiasis,alcohol; diet; dietary; physical activity; BMI; cadmium; temperature; hypertension; diabetes; metabolic syndrome; gout,no,xml_table,"Table 1 Associations between exposures and nephrolithiasis, and evidence class reported in meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/38814276/,10.1097/JS9.0000000000001719,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.29,0.13,0.63,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.30,0.14,0.66,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.36,0.18,0.74,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.41,0.21,0.79,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.42,0.23,0.78,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.44,0.23,0.87,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.46,0.25,0.82,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.47,0.26,0.87,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.48,0.26,0.87,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.48,0.25,0.91,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.49,0.24,1.01,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.51,0.29,0.92,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.54,0.28,1.05,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.57,0.29,1.11,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.66,0.41,1.05,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.66,0.34,1.26,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
39863114,PMC12002188,"Whole cranberry fruit powder supplement reduces the incidence of culture-confirmed urinary tract infections in females with a history of recurrent urinary tract infection: A 6-month multicenter, randomized, double-blind, placebo-controlled trial",RR,0.70,0.44,1.13,,,lifestyle,urinary_tract_infection,,no,xml_table,TABLE 2 UTI-related outcomes over the 6-mo study period for the FAS.,https://pubmed.ncbi.nlm.nih.gov/39863114/,10.1016/j.ajcnut.2025.01.022,fulltext_table_or_section_machine_extracted,yes
32736541,PMC7393862,"Rates, predictors, and mortality of sepsis-associated acute kidney injury: a systematic review and meta-analysis",OR,1.43,1.20,1.70,,,lifestyle,acute_kidney_injury,smoking; hypertension; diabetes; diabetes mellitus; cardiovascular,no,xml_abstract,abstract,https://pubmed.ncbi.nlm.nih.gov/32736541/,10.1186/s12882-020-01974-8,fulltext_table_or_section_machine_extracted,yes
32736541,PMC7393862,"Rates, predictors, and mortality of sepsis-associated acute kidney injury: a systematic review and meta-analysis",OR,1.44,1.32,1.58,,,lifestyle,acute_kidney_injury,smoking; hypertension; diabetes; diabetes mellitus; cardiovascular,no,xml_abstract,abstract,https://pubmed.ncbi.nlm.nih.gov/32736541/,10.1186/s12882-020-01974-8,fulltext_table_or_section_machine_extracted,yes
32736541,PMC7393862,"Rates, predictors, and mortality of sepsis-associated acute kidney injury: a systematic review and meta-analysis",OR,1.59,1.47,1.71,,,lifestyle,acute_kidney_injury,smoking; hypertension; diabetes; diabetes mellitus; cardiovascular,no,xml_abstract,abstract,https://pubmed.ncbi.nlm.nih.gov/32736541/,10.1186/s12882-020-01974-8,fulltext_table_or_section_machine_extracted,yes
32736541,PMC7393862,"Rates, predictors, and mortality of sepsis-associated acute kidney injury: a systematic review and meta-analysis",OR,1.60,1.35,1.89,,,lifestyle,acute_kidney_injury,smoking; hypertension; diabetes; diabetes mellitus; cardiovascular,no,xml_abstract,abstract,https://pubmed.ncbi.nlm.nih.gov/32736541/,10.1186/s12882-020-01974-8,fulltext_table_or_section_machine_extracted,yes
32736541,PMC7393862,"Rates, predictors, and mortality of sepsis-associated acute kidney injury: a systematic review and meta-analysis",OR,1.60,1.09,2.36,,,lifestyle,acute_kidney_injury,smoking; hypertension; diabetes; diabetes mellitus; cardiovascular,no,xml_abstract,abstract,https://pubmed.ncbi.nlm.nih.gov/32736541/,10.1186/s12882-020-01974-8,fulltext_table_or_section_machine_extracted,yes
32736541,PMC7393862,"Rates, predictors, and mortality of sepsis-associated acute kidney injury: a systematic review and meta-analysis",OR,1.64,1.24,2.16,,,lifestyle,acute_kidney_injury,smoking; hypertension; diabetes; diabetes mellitus; cardiovascular,no,xml_abstract,abstract,https://pubmed.ncbi.nlm.nih.gov/32736541/,10.1186/s12882-020-01974-8,fulltext_table_or_section_machine_extracted,yes
32736541,PMC7393862,"Rates, predictors, and mortality of sepsis-associated acute kidney injury: a systematic review and meta-analysis",OR,2.88,2.36,3.52,,,lifestyle,acute_kidney_injury,smoking; hypertension; diabetes; diabetes mellitus; cardiovascular,no,xml_abstract,abstract,https://pubmed.ncbi.nlm.nih.gov/32736541/,10.1186/s12882-020-01974-8,fulltext_table_or_section_machine_extracted,yes
32736541,PMC7393862,"Rates, predictors, and mortality of sepsis-associated acute kidney injury: a systematic review and meta-analysis",OR,2.95,1.67,5.22,,,lifestyle,acute_kidney_injury,smoking; hypertension; diabetes; diabetes mellitus; cardiovascular,no,xml_abstract,abstract,https://pubmed.ncbi.nlm.nih.gov/32736541/,10.1186/s12882-020-01974-8,fulltext_table_or_section_machine_extracted,yes
32736541,PMC7393862,"Rates, predictors, and mortality of sepsis-associated acute kidney injury: a systematic review and meta-analysis",OR,3.85,1.89,7.87,,,lifestyle,acute_kidney_injury,smoking; hypertension; diabetes; diabetes mellitus; cardiovascular,no,xml_abstract,abstract,https://pubmed.ncbi.nlm.nih.gov/32736541/,10.1186/s12882-020-01974-8,fulltext_table_or_section_machine_extracted,yes
34075149,PMC8169649,Exposure to air pollution and renal function,HR,1.06,1.02,1.10,,,environmental_pollution,chronic_kidney_disease,smoking; obesity; air pollution; particulate matter; lead; water pollution; traffic; hypertension; diabetes; diabetes mellitus; cardiovascular,no,xml_section,Discussion,https://pubmed.ncbi.nlm.nih.gov/34075149/,10.1038/s41598-021-91000-0,fulltext_table_or_section_machine_extracted,yes
38954672,PMC11745703,"Association between frailty and acute kidney injury after cardiac surgery: unraveling the moderation effect of body fat through an international, retrospective, multicohort study",OR,0.45,0.24,0.83,,,lifestyle,acute_kidney_injury,BMI; diabetes,no,xml_section,Extended analyses in the validation cohorts,https://pubmed.ncbi.nlm.nih.gov/38954672/,10.1097/JS9.0000000000001861,fulltext_table_or_section_machine_extracted,yes
38954672,PMC11745703,"Association between frailty and acute kidney injury after cardiac surgery: unraveling the moderation effect of body fat through an international, retrospective, multicohort study",OR,0.56,0.33,0.96,,,lifestyle,acute_kidney_injury,BMI; diabetes,no,xml_section,Extended analyses in the validation cohorts,https://pubmed.ncbi.nlm.nih.gov/38954672/,10.1097/JS9.0000000000001861,fulltext_table_or_section_machine_extracted,yes
38954672,PMC11745703,"Association between frailty and acute kidney injury after cardiac surgery: unraveling the moderation effect of body fat through an international, retrospective, multicohort study",OR,1.60,1.06,2.43,,,lifestyle,acute_kidney_injury,BMI; diabetes,no,xml_section,Extended analyses in the validation cohorts,https://pubmed.ncbi.nlm.nih.gov/38954672/,10.1097/JS9.0000000000001861,fulltext_table_or_section_machine_extracted,yes
38954672,PMC11745703,"Association between frailty and acute kidney injury after cardiac surgery: unraveling the moderation effect of body fat through an international, retrospective, multicohort study",OR,1.99,1.28,3.12,,,lifestyle,acute_kidney_injury,BMI; diabetes,no,xml_section,Extended analyses in the validation cohorts,https://pubmed.ncbi.nlm.nih.gov/38954672/,10.1097/JS9.0000000000001861,fulltext_table_or_section_machine_extracted,yes
